links,titles,lyrics,album
/song:hurry-up-sundown,Hurry Up Sundown,"It's the end of another working day Come on and pack your blues away Change your clothes, we'll go for a ride To the other side Hurry up sundown, hurry up sundown Hurry up sundown, hurry up sundown Over here it's easier to breathe There's a place for you and me And there's no devil here to pay And come the light of day we pray Hurry up sundown, hurry up sundown Hurry up sundown, hurry up sundown And together we'll ride the other side We'll feel so free, just you and me And I'll pray what is due Till the night sees us through And together we'll ride the other side We'll feel so free, just you and me When this long is day is through Evening dims a blue Hurry up sundown, hurry up sundown Hurry up sundown, hurry up sundown, hurry up sundown It's the end of another working day Come and pack your blues away It's the end of another working day Come on and pack your blues away",American Beauty
/song:hymn-to-him,Hymn To Him,Do you walk in the shadows Are your dreams swept with fear Does your heart fill with sadness With the night drawing near Do you yearn for the moment When you'll be safe and warm Do you search for the shelter From life's oncoming storms Come to Him through the darkness Come to Him through the rain Walk with Him from misfortune Walk with Him from the pain He's the light of salvation He's the head that's never bowed He's the first step of wisdom He's the sun through the clouds Walk with him If the winds of disaster Have blown through your night And the dreams you have cherished Can't begin to take flight Take his hand through the sunlight Lift your head high above Let your blood flow forever With the warmth of his love Come to Him through the darkness Come to Him through the rain Walk with Him from misfortune Walk with Him from the pain He's the light of salvation The head that's never bowed He's the first step of wisdom He's the sun The sun through the clouds Walk with Him Blend your life with his blessings Drink the wine of tomorrow Yesterday must be banished With the seeds of your sorrow Do you walk in the shadows Are your dreams swept with fear Does your heart fill with sadness With the night drawing near Do you yearn for the moment When you'll be safe and warm Do you search for the shelter From life's oncoming storms Come to Him through the darkness Come to Him through the rain Walk with Him from misfortune Walk with Him from the pain He's the light of salvation He's the head that's never bowed He's the first step of wisdom He's the sun through the clouds Walk with Him Talk with Him,Blues With Friends
/song:your-love-keeps-lifting-me-higher-and-higher,(Your Love Keeps Lifting Me) Higher And Higher,NA,NA
/song:i-ain-t-ever-satisfied,I Ain't Ever Satisfied,NA,NA
/song:i-ain-t-got-no-home,I Ain't Got No Home,"I ain't got no home, I'm just a ramblin' 'round I work when I can get it, I roam from town to town Police make it hard, boys, wherever I may go I ain't got no home in this world anymore I was farmin' shares and always I was down My debts they was so many, ma, they wouldn't go around The drought it got my crop and Mr. Banker's at my door I ain't got no home in this world anymore Six children I have raised, they're scattered and they're gone And my darling wife to heaven she has flown She died of the fever, yes, on the cabin floor I ain't got no home in this world anymore I mined in your mines and I gathered in your corn I been workin' mister since the day that I was born I worry all the time like I never did before 'Cause I ain't got no home in this world anymore Well now I just ramble 'round to see what I can see This wide wicked world is sure a funny place to be The gamblin' man is rich and the workin' man is poor I ain't got no home in this world anymore Well, I'm stranded on this road that goes from sea to sea A hundred thousand others are stranded here with me A hundred thousand others, yes, and a hundred thousand more I ain't got no home in this world anymore Yee, ooh, ah ah, woo hoo hoo hoo hoo hoo hoo Woo, ooh, hoo hoo, hoo hoo hoo hoo Hee hee hoo hoo hoo hoo hoo hoo hoo hoo hoo hoo Hee hoo hoo hoo hoo ha, hoo hoo hoo hoo hoo hoo Yee, ooh, ooh ooh, ooh, woo hoo hoo hoo hoo Hee, woo ooh ah, hoo hoo hoo hoo hoo Hee hee, hoo hoo hoo February 1988 I ain't got no home, I'm just a ramblin' 'round I work when I can get it, I roam from town to town Police make it hard, boys, wherever I may go I ain't got no home in this world anymore Six children I have raised, they're scattered and they're gone And my darling wife to heaven she has flown She died of the fever, yes, on the cabin floor I ain't got no home in this world anymore I mined in your mines and I gathered in your corn I been workin' mister since the day that I was born Now I worry all the time like I never did before I ain't got no home in this world anymore I just ramble 'round to see what I can see This wide wicked world is sure a funny place to be The gamblin' man is rich and the workin' man is poor I ain't got no home in this world anymore Well, I'm stranded on this road that goes from sea to sea A hundred thousand others are stranded here with me A hundred thousand others, yes, and a hundred thousand more I ain't got no home in this world anymore Ooh ooh ooh, ooh ooh ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh, ooh ooh ooh ooh ooh ooh ooh Woo ooh ooh, ooh ooh ooh, ooh ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh Ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh",Folkways: A Vision Shared: A Tribute To Woody Guthrie And Leadbelly
/song:i-am-the-doctor,I Am The Doctor,NA,NA
/song:i-can-only-give-you-everything,I Can Only Give You Everything,NA,NA
/song:i-can-t-get-no-satisfaction,(I Can't Get No) Satisfaction,NA,NA
/song:i-can-t-help-it-if-i-m-still-in-love-with-you,I Can't Help It (If I'm Still In Love With You),NA,NA
/song:i-can-t-help-myself-sugar-pie-honey-bunch,I Can't Help Myself (Sugar Pie Honey Bunch),NA,NA
/song:i-can-t-stand-up-for-falling-down,I Can't Stand Up For Falling Down,NA,NA
/song:i-can-t-take-it-no-more,I Can't Take It No More,NA,NA
/song:i-can-t-turn-you-loose,I Can't Turn You Loose,NA,NA
/song:i-come-and-stand-at-every-door,I Come And Stand At Every Door,NA,NA
/song:i-don-t-want-no-more-of-this-army-life,I Don't Want No More Of This Army Life,NA,NA
/song:i-don-t-want-to-go-home,I Don't Want To Go Home,NA,NA
/song:i-fought-the-law,I Fought The Law,NA,NA
/song:i-found-a-love,I Found A Love,NA,NA
/song:i-get-mad,I Get Mad,NA,NA
/song:i-got-love-if-you-want-it,I Got Love If You Want It,NA,NA
/song:i-got-to-have-you-baby,I Got To Have You Baby,NA,NA
/song:i-got-you-babe,I Got You Babe,NA,NA
/song:i-got-you-i-feel-good,I Got You (I Feel Good),NA,NA
/song:i-gotta-be-free,I Gotta Be Free,NA,NA
/song:i-happen-to-love-you,I Happen To Love You,NA,NA
/song:i-have-faith-in-these-desolate-times,I Have Faith In These Desolate Times,NA,NA
/song:i-hear-a-train,I Hear A Train,NA,NA
/song:i-hear-you-knocking,I Hear You Knocking,NA,NA
/song:i-heard-that-lonesome-whistle,(I Heard That) Lonesome Whistle,NA,NA
/song:i-hope-i-m-true,I Hope I'm True,NA,NA
/song:i-hung-my-head,I Hung My Head,NA,NA
/song:i-just-can-t-change,I Just Can't Change,NA,NA
/song:i-just-can-t-think,I Just Can't Think,NA,NA
/song:i-just-want-to-make-love-to-you,I Just Want To Make Love To You,NA,NA
/song:i-met-her-at-a-tourist-trap-in-tijuana,I Met Her At A Tourist Trap In Tijuana,NA,NA
/song:i-played-the-fool,I Played The Fool,NA,NA
/song:i-remember,I Remember,NA,NA
/song:i-saw-her-standing-there,I Saw Her Standing There,NA,NA
/song:i-shall-be-released,I Shall Be Released,NA,NA
/song:i-sold-my-heart-to-the-junkman,I Sold My Heart To The Junkman,NA,NA
/song:i-still-haven-t-found-what-i-m-looking-for,I Still Haven't Found What I'm Looking For,NA,NA
/song:i-still-look-good-for-sixty,I Still Look Good (For Sixty),NA,NA
/song:i-thank-you,I Thank You,NA,NA
/song:i-understand-just-how-you-feel,I Understand (Just How You Feel),NA,NA
/song:i-walk-the-line,I Walk The Line,NA,NA
/song:i-wanna-be-sedated,I Wanna Be Sedated,NA,NA
/song:i-wanna-be-with-you,I Wanna Be With You,"Two, three, four One, two, three, four Hey! Now let the frozen cities crumble, crumble and fall That's alright, I don't mind at all Let 'em all tumble right into the sea Well that's just fine, that's alright with me Since you came down the line I can't sleep at night, I got one thing on my mind That's every day, every night I wanna be with you, I wanna be with you That's what I wanna do 'Cause you're just so out of sight (I wanna be with you), I wanna be with you That's what I wanna do Now I lost my job at the Texaco station 'Cause instead of pumping gas I'd dream of you I got thrown out of my house, I got such a bad reputation 'Cause all I wanna do is be seen with you They gave me my pay and said walk I don't care what they say, go ahead and let 'em all talk But 'til the world falls apart I wanna be with you, I wanna be with you That's what I wanna do Until they rip out my heart I wanna be with you, I wanna be with you Well that's all I wanna do Alright! Let's go! Hold tight, love me just a little bit Alright, a little bit more tonight Tonight give me just a little kiss No I don't know, I don't know, I don't I just can't understand it, you're not pretty at all But I come when you whisper, I run when you call When I see you on the street I fall on my face I drop to my knees, I plead my case Oh oh, I wanna be with you, I wanna be with you That's what I wanna do Oh oh, I wanna be with you, I wanna be with you That's all I wanna do Oh oh, I wanna be with you, I wanna be with you Darling don't you know Oh oh, I wanna be with you, I wanna be with you Because I love you so Hey! Boom!",Tracks
